CaloAX,CaloAY,CaloBX,CaloBY,StartingCalo
1.5,3.5,4.5,5.5,4
1.5,3.5,2.5,5.5,4
0.5,1.5,7.5,1.5,4
0.5,3.5,2.5,4.5,4
1.5,3.5,2.5,4.5,4
0.5,5.5,1.5,4.5,5
3.5,1.5,6.5,0.5,5
7.5,0.5,0.5,3.5,5
2.5,4.5,3.5,5.5,5
0.5,2.5,3.5,0.5,5
6.5,3.5,7.984352880871978,4.5,6
2.5,2.5,4.5,3.5,6
1.5,4.5,5.5,4.5,6
0.5,5.5,5.5,3.5,6
0.5,2.5,1.5,2.5,6
3.5,5.5,5.5,5.5,6
1.5,2.5,2.5,5.5,7
5.5,4.5,0.5,3.5,7
0.5,2.5,1.5,3.5,7
1.5,2.5,3.5,1.5,7
3.5,1.5,7.5,1.5,7
0.5,5.5,1.5,4.5,7
1.5,0.5,6.5,0.5,7
2.5,5.5,1.5,5.5,8
0.5,5.5,3.5,5.5,8
0.5,2.5,2.5,0.5,8
0.5,3.5,3.5,5.5,8
2.5,2.5,6.5,4.5,8
2.5,2.5,7.5,2.5,8
1.5,3.5,5.5,5.5,8
3.5,1.5,7.5,1.5,8
0.5,3.5,5.5,4.5,8
1.5,4.5,3.5,5.5,8
0.5,5.5,6.5,5.5,9
2.5,0.5,6.970276885128052,1.5000000000000002,9
6.5,4.5,1.5,4.5,9
0.5,0.5,3.5,1.5,9
0.5,1.5,5.5,1.5,10
1.5,4.5,4.5,4.5,10
1.5,5.5,2.5,5.5,10
0.5,1.5,3.5,1.5,10
2.5,2.5,5.5,4.5,10
1.5,3.5,3.5,3.5,10
2.5,4.5,6.5,5.5,10
3.5,2.5,6.5,4.5,10
0.5,1.5,1.5,1.5,11
2.5,3.5,4.5,4.5,11
2.5,5.5,6.5,5.5,11
3.5,1.5,5.5,3.5,11
0.5,1.5,4.5,0.5,11
0.5,1.5,1.5,2.5,11
2.9913170352666696,3.5,6.5,2.5,11
0.5,3.5,4.5,3.5,11
0.5,2.5,3.5,3.5,12
1.5,2.5,6.5,5.5,12
0.5,1.5,2.5,0.5,12
4.5,3.5,8.5,2.5,12
0.5,1.5,1.5,0.5,12
0.5,5.5,1.5,5.5,13
8.5,3.5,4.5,5.5,13
1.5,4.5,1.5,3.5,13
1.5,3.5,6.5,3.5,14
0.5,4.5,5.5,2.5,15
8.5,1.5,8.5,1.5,16
0.5,2.5,2.5,3.5,20
0.5,3.5,2.5,5.5,21
2.5,3.5,5.5,5.5,21
0.5,4.5,0.5,5.5,21
1.5,2.5,4.5,3.5,23
0.5,3.5,0.5,1.5,23
0.5,2.5,3.5,1.5,23
0.5,4.5,4.5,2.5,23
0.5,2.5,5.5,4.5,24
1.5,5.5,2.5,5.5,1
6.5,2.5,3.5,3.5,1
1.5,5.5,5.5,3.5,1
2.5,4.5,3.5,1.5,1
0.5,1.5,3.5,3.5,1
0.5,3.5,5.5,4.5,2
1.5,4.5,3.5,3.5,3
0.5,2.5,3.5,3.5,3
2.5,2.5,5.5,1.5,3
0.5,3.5,4.5,1.5,3
1.5,1.5,5.5,4.5,3
0.5,2.5,5.5,2.5,3
3.5,1.5,7.5,2.5,4
3.5,3.5,6.5,1.5,4
3.5,3.5,7.5,2.5,4
0.5,3.5,1.5,4.5,4
0.5,1.5,4.5,0.5,5
2.5,4.5,6.5,4.5,5
0.5,5.5,3.5,5.5,5
7.5,2.5,7.5,5.5,5
6.5,1.5,6.5,1.5,5
1.5,4.5,4.5,5.5,5
0.5,1.5,4.5,2.5,5
0.5,4.5,0.5,5.5,5
0.5,2.5,1.5,0.5,5
0.5,2.5,3.5,5.5,5
0.5,3.5,2.5,4.5,6
0.5,0.5,3.5,0.5,6
8.5,2.5,8.5,3.5,6
0.5,0.5,8.5,1.5,6
3.5,4.5,7.5,5.5,6
4.5,4.5,7.5,5.5,6
4.5,2.5,8.5,4.5,6
2.5,2.5,5.5,4.5,6
0.5,3.5,4.5,2.5,7
4.5,3.5,8.5,3.5,7
0.5,2.5,1.5,0.5,7
8.5,3.5,5.5,0.5,7
0.5,2.5,3.5,1.5,7
0.5,2.5,1.5,1.5,7
0.5,3.5,0.5,1.5,7
4.5,2.5,7.5,1.5,8
0.5,4.5,2.5,4.5,8
0.5,2.5,0.5,3.5,8
0.5,3.5,0.5,2.5,8
0.5,3.5,0.5,2.5,8
0.5,3.5,5.5,2.5,9
0.5,3.5,6.5,5.5,9
1.5,2.5,4.5,3.5,9
0.5,2.5,3.5,0.5,9
0.5,1.5,4.5,0.5,9
0.5,0.5,0.5,1.5,10
5.5,2.5,6.5,0.5,10
0.5,2.5,4.5,1.5,10
4.5,3.5,8.5,5.5,10
0.5,3.5,3.5,2.5,10
1.5,0.5,3.5,0.5,10
0.5,3.5,3.5,3.5,10
0.5,0.5,4.5,1.5,10
8.5,4.5,5.5,5.5,10
0.5,1.5,3.5,1.5,11
0.5,1.5,3.5,2.5,11
0.5,0.5,2.5,0.5,11
0.5,3.5,2.5,1.5,11
3.5,2.5,6.5,3.5,12
2.5,3.5,5.5,1.5,12
2.5,1.5,6.5,0.5,12
4.5,1.5,5.5,2.5,12
1.5,3.5,5.5,4.5,12
0.5,0.5,3.5,0.5,13
5.5,2.5,7.5,1.5,13
1.5,3.5,3.5,3.5,14
0.5,4.5,1.5,5.5,14
0.5,1.5,4.5,2.5,14
1.5,3.5,2.5,3.5,15
4.5,2.5,7.9899254278744944,5.5,15
2.5,3.5,8.5,4.5,16
1.5,4.5,5.5,4.5,19
5.5,4.5,7.5,5.5,20
0.5,0.5,1.5,0.5,22
0.5,4.5,3.5,5.5,22
0.5,4.5,3.5,4.5,22
2.5,3.5,7.5,2.5,22
3.5,4.5,5.5,3.5,23
0.5,3.5,1.5,4.5,23
0.5,5.5,3.5,5.5,23
5.5,3.5,8.5,3.5,23
5.5,3.5,6.5,2.5,24
1.5,4.5,6.5,3.5,24
0.5,2.5,1.391238821734781,3.0543805891326095,24
1.5,2.5,3.5,3.5,1
1.5,3.5,2.5,1.5,1
0.5,2.5,3.5,2.5,1
1.5,1.5,1.5,0.5,1
0.5,1.5,5.5,0.5,2
4.5,3.5,8.5,2.5,2
1.5,1.5,8.5,0.5,2
1.5,2.5,2.5,2.5,3
0.5,0.5,3.5,0.5,3
0.5,2.5,2.5,4.5,3
0.5,1.5,0.5,1.5,3
4.5,1.5,6.5,1.5,3
1.5,3.5,5.5,5.5,4
0.5,2.5,4.5,2.5,4
1.5,5.5,4.5,5.5,4
1.5,3.5,5.5,2.5,4
0.5,4.5,3.5,2.5,4
0.5,3.5,3.5,1.5,4
0.5,4.5,5.5,5.5,4
0.5,3.5,2.5,5.5,5
3.5,2.5,8.5,0.5,5
3.5,1.5,6.5,0.5,5
0.5,0.5,4.5,0.5,5
1.5,4.5,5.5,3.5,6
0.5,0.5,6.5,1.5,6
2.5,2.5,6.5,2.5,6
1.5,4.5,7.5,4.5,6
4.5,0.5,8.5,0.5,6
0.5,3.5,1.5,4.5,6
0.5,3.5,4.5,2.5,7
0.5,2.5,2.5,2.5,7
1.5,3.5,4.5,4.5,7
1.5,4.5,5.5,4.5,7
0.5,3.5,0.5,5.5,8
0.5,2.5,1.5,1.5,8
1.5,4.5,5.5,4.5,8
0.5,1.5,0.5,3.5,8
0.5,2.5,2.5,3.5,8
0.5,3.5,4.5,3.5,8
0.5,0.5,2.5,1.5,8
2.5,3.5,4.5,1.5,8
0.5,4.5,1.5,3.5,8
0.5,2.5,0.5,1.5,8
1.5,2.5,4.5,1.5,8
1.5,5.5,6.5,5.5,8
0.5,3.5,3.5,3.5,9
0.5,1.5,3.5,3.5,9
0.5,3.5,2.5,5.5,9
2.5,3.5,7.5,4.5,9
0.5,2.5,4.5,0.5,9
0.5,4.5,0.5,3.5,10
3.5,3.5,8.5,1.5,10
2.5,5.5,3.5,5.5,10
3.5,2.5,5.5,1.5,10
2.5,2.5,4.5,0.5,10
0.5,1.5,5.5,2.5,10
0.5,1.5,5.5,1.5,10
0.5,4.5,3.5,5.5,10
0.5,4.5,4.5,4.5,11
0.5,3.5,4.5,3.5,11
8.5,1.5,7.5,0.5,11
4.5,3.5,7.5,0.5,12
0.5,5.5,1.5,5.5,12
0.5,3.5,3.5,4.5,12
0.5,2.5,2.5,2.5,12
3.5,4.5,7.5,3.5,13
0.5,4.5,4.5,3.5,13
0.5,3.5,1.5,0.5,13
2.5,1.5,6.5,0.5,15
0.5,2.5,2.5,4.5,16
1.5,2.5,5.5,3.5,16
0.5,2.5,8.5,0.5,16
0.5,3.5,1.5,1.5,16
1.5,4.5,8.5,0.5,17
0.5,4.5,3.5,4.5,17
5.5,3.5,8.5,2.5,17
0.5,1.5,5.5,1.5,21
0.5,3.5,3.5,1.5,21
5.5,1.5,0.5,1.5,22
0.5,3.5,2.5,4.5,22
0.5,5.5,2.5,5.5,22
0.5,3.5,6.5,4.5,22
0.5,2.5,2.5,1.5,22
0.5,3.5,2.5,5.5,23
0.5,2.5,2.5,3.5,23
0.5,2.5,3.5,2.5,23
0.5,2.5,6.5,4.5,24
0.5,3.5,1.5,2.5,24
0.5,3.5,1.5,3.5,24
2.5,3.5,5.5,2.5,24
0.5,2.5,1.5,4.5,1
2.5,1.5,3.5,0.5,1
1.5,3.5,0.5,3.5,1
5.5,4.5,8.5,4.5,1
2.5,4.5,2.5,5.5,1
8.5,1.5,0.5,3.5,2
4.5,3.5,8.5,2.5,2
0.5,3.5,3.5,5.5,3
0.5,2.5,2.5,0.5,3
1.5,1.5,5.5,0.5,3
2.5,1.5,5.5,0.5,3
0.5,5.5,1.5,4.5,3
2.5,1.5,5.5,0.5,3
2.5,0.5,5.5,1.5,3
0.5,4.5,4.5,5.5,4
1.5,1.5,5.5,1.5,4
0.5,3.5,4.5,4.5,4
0.5,1.5,2.5,1.5,5
2.5,2.5,4.5,4.5,5
0.5,3.5,0.5,3.5,5
0.5,3.5,1.5,5.5,5
2.5,2.5,7.5,2.5,5
0.5,3.5,3.5,2.5,5
0.5,3.5,3.5,5.5,6
1.5,2.5,6.5,2.5,6
2.5,1.5,7.5,1.5,6
0.5,2.5,2.5,3.5,6
3.5,3.5,6.5,0.5,6
0.5,2.5,2.5,2.5,6
0.5,3.5,5.5,5.5,6
4.5,3.5,8.5,5.5,6
0.5,3.5,2.5,4.5,6
0.5,3.5,0.5,5.5,7
1.5,5.5,7.5,5.5,7
0.5,5.5,3.5,1.5,7
2.5,3.5,6.5,4.5,7
2.5,2.5,6.5,0.5,7
0.5,3.5,4.5,4.5,7
0.5,0.5,4.5,0.5,7
0.5,3.5,3.5,5.5,7
0.5,3.5,3.5,4.5,8
0.5,0.5,3.5,0.5,8
0.5,3.5,1.5,2.5,8
1.5,4.5,2.5,5.5,8
0.5,2.5,3.5,4.5,8
6.5,4.5,6.5,3.5,8
0.5,4.5,1.5,1.5,8
0.5,2.5,1.5,3.5,8
0.5,1.5,0.5,0.5,8
1.5,2.5,4.5,2.5,8
2.5,2.5,6.5,5.5,8
3.5,0.5,1.5,3.5,9
1.5,2.5,5.5,2.5,9
0.5,2.5,3.5,0.5,9
3.5,5.5,2.5,3.5,9
0.5,2.5,3.5,1.5,9
0.5,4.5,3.5,5.5,9
3.5,3.5,5.5,5.5,10
1.5,2.5,4.5,1.5,10
0.5,1.5,3.5,2.5,10
2.5,3.5,7.5,5.5,10
2.5,3.5,5.5,3.5,10
0.5,2.5,5.5,2.5,10
0.5,2.5,0.5,4.5,10
0.5,5.5,1.5,5.5,10
2.5,3.5,4.5,3.5,10
1.5,4.5,1.5,4.5,10
0.5,1.5,2.5,0.5,11
4.5,1.5,5.5,1.5,11
5.5,2.5,8.5,2.046274163829259,11
3.5,2.5,6.5,2.5,11
0.5,4.5,4.5,5.5,11
1.5,0.5,7.5,0.5,11
1.5,4.5,5.5,3.5,11
0.5,3.5,6.5,3.5,12
0.5,2.5,0.5,3.5,12
6.5,2.5,5.5,2.5,12
0.5,5.5,1.5,4.5,12
1.5,4.5,5.5,5.5,13
0.5,2.5,1.9840449202108363,3.5,15
0.5,3.5,0.5,4.5,16
1.9840449202108363,3.5,5.5,2.5,16
0.5,5.5,2.5,5.5,16
0.5,4.5,4.5,3.5,17
0.5,3.5,4.5,0.5,17
0.5,1.5,4.5,1.5,18
0.5,3.5,0.5,2.5,18
1.5,2.5,6.5,3.5,19
3.5,1.5,7.5,5.5,20
6.5,3.5,7.9908692454568495,4.5,20
0.5,2.5,2.5,4.5,21
0.5,1.5,5.5,0.5,22
0.5,3.5,3.5,3.5,22
3.5,3.5,6.5,3.5,23
0.5,1.5,4.5,0.5,24
0.5,3.5,8.5,3.5,24
0.5,2.5,2.5,4.5,24
0.5,0.5,4.5,0.5,1
1.5,4.5,7.5,4.5,1
4.5,4.5,7.981141958688598,2.5000000000000004,1
0.5,2.5,4.5,1.5,1
0.5,3.5,0.5,4.5,1
2.5,3.5,7.5,5.5,1
0.5,4.5,6.5,3.5,1
0.5,2.5,1.5,3.5,1
1.5,4.5,1.5,5.5,1
0.5,4.5,2.5,3.5,1
4.5,0.5,8.5,4.5,2
0.5,2.5,7.5,3.5,2
7.981141958688598,2.5000000000000004,7.5,2.5,2
1.5,3.5,8.5,0.5,2
2.5,3.5,8.5,2.5,2
0.5,3.5,2.5,1.5,3
0.5,4.5,2.5,3.5,3
3.5,3.5,8.5,3.5,3
1.5,4.5,0.5,4.5,3
6.5,2.5,1.5,2.5,3
8.5,2.5,7.5,1.5,3
2.5,3.5,8.5,2.5,4
0.5,4.5,3.5,2.5,4
7.5,1.5,5.5,2.5,4
0.5,4.5,1.5,5.5,5
0.5,1.5,5.5,4.5,6
2.5,3.5,8.5,3.5,6
0.5,3.5,0.5,3.5,6
0.5,4.5,1.5,3.5,7
0.5,5.5,2.5,5.5,7
0.5,3.5,2.5,2.5,7
0.5,2.5,5.5,2.5,7
0.5,1.5,1.5,0.5,7
0.5,3.5,5.5,4.5,7
0.5,1.5,2.5,1.5,7
1.5,2.5,3.5,2.5,7
2.5,3.5,8.5,2.5,7
0.5,1.5,1.5,0.5,8
0.5,4.5,0.5,3.5,8
1.5,3.5,3.5,3.5,8
5.5,3.5,6.5,3.5,8
0.5,3.5,0.5,5.5,8
1.5,3.5,4.5,1.0141038134831715,8
1.5,3.5,3.5,4.5,8
0.5,4.5,1.5,3.5,8
5.5,2.5,6.5,2.5,8
0.5,0.5,2.5,0.5,8
1.5,2.5,6.5,0.5,8
0.5,3.5,3.5,2.5,9
3.5,3.5,7.5,3.5,9
0.5,5.5,5.5,4.5,9
1.5,3.5,5.5,1.5,9
2.5,2.5,5.5,4.5,9
0.5,3.5,3.5,1.5,9
0.5,5.5,3.5,2.5,9
6.5,2.5,8.5,1.5,9
3.5,2.5,6.5,0.5,10
1.5,1.5,3.5,0.5,10
0.5,4.5,1.5,5.5,10
1.5,0.5,3.5,0.5,10
0.5,1.5,2.5,3.5,10
1.5,3.5,3.5,5.5,10
3.5,2.5,8.5,0.5,10
0.5,4.5,0.5,3.5,10
0.5,3.5,1.5,2.5,10
1.5,4.5,5.5,5.5,10
1.5,2.5,3.5,4.5,10
1.5,3.5,2.988559617379001,2.5,11
2.5,3.5,8.5,1.5,11
0.5,2.5,3.5,1.5,11
3.5,5.5,6.5,5.5,11
0.5,3.5,1.5,3.5,11
1.5,2.5,2.5,1.5,11
0.5,4.5,2.5,3.5,11
0.5,1.5,4.5,1.5,12
2.988559617379001,2.5,3.5,1.5,12
1.5,0.5,6.5,0.5,12
0.5,3.5,3.5,4.5,12
0.5,1.5,0.5,2.5,12
0.5,2.5,2.5,0.5,12
0.5,3.5,1.5,2.5,12
4.5,1.5,8.5,2.5,13
0.5,2.5,0.5,2.5,13
3.5,4.5,7.5,5.5,13
0.5,2.5,1.5,4.5,13
1.5,2.5,5.5,2.5,13
0.5,3.5,8.5,1.5,13
0.5,2.5,1.5,2.5,14
1.5,3.5,5.5,4.5,14
1.5,2.5,8.5,2.5,15
0.5,3.5,2.5,0.5,15
2.5,2.5,6.5,0.5,18
0.5,5.5,2.5,4.5,18
0.5,3.5,3.5,4.5,19
1.5,3.5,6.5,0.5,20
0.5,1.5,2.5,0.5,21
0.5,3.5,1.5,1.5,21
0.5,4.5,4.5,3.5,21
0.5,3.5,1.5,4.5,22
1.5,4.5,4.5,4.5,23
1.5,3.5,3.5,1.5,23
3.5,1.5,6.5,1.5,24
4.5,3.5,5.5,1.5,1
2.5,2.5,7.5,0.5,2
0.5,1.5,4.5,0.5,3
3.5,3.5,4.5,2.5,3
1.5,2.5,2.5,5.5,3
0.5,3.5,2.5,1.5,3
1.5,1.5,6.5,1.5,3
7.5,2.5,3.5,1.5,3
3.5,4.5,7.5,5.5,3
0.5,2.5,1.5,1.5,3
0.5,1.5,6.5,2.5,3
1.5,2.5,4.5,2.5,3
0.5,1.5,2.5,1.5,4
0.5,1.5,0.5,0.5,4
4.5,2.5,7.5,2.5,4
0.5,3.5,1.5,4.5,4
2.5,5.5,7.5,5.5,5
0.5,3.5,3.5,5.5,5
2.5,1.5,3.5,5.5,5
0.5,3.5,3.5,3.5,5
0.5,1.5,4.5,3.5,5
0.5,1.5,2.5,1.5,5
0.5,1.5,4.5,3.5,5
1.5,4.5,3.5,3.5,5
1.5,4.5,5.5,5.5,5
0.5,2.5,2.5,3.5,6
3.5,5.5,0.5,0.5,6
2.5,2.5,7.5,1.5,6
3.5,3.5,8.5,0.5,6
0.5,4.5,1.5,3.5,6
0.5,3.5,4.5,4.5,7
0.5,4.5,2.5,2.5,7
0.5,3.5,2.5,2.5,7
0.5,1.5,4.5,0.5,7
1.5,3.5,6.5,1.5,7
0.5,4.5,3.5,5.5,7
1.5,2.5,1.5,1.5,7
2.5,4.5,6.5,4.5,7
1.5,1.5,0.5,4.5,8
2.5,2.5,7.5,0.5,8
2.5,3.5,5.5,0.5,8
1.5,3.5,2.5,5.5,8
0.5,0.5,4.5,1.5,8
0.5,1.5,3.5,3.5,8
4.5,2.5,6.5,1.5,8
0.5,3.5,6.5,2.5,9
7.5,1.5,8.5,0.5,9
1.5,1.5,3.5,0.5,10
0.5,3.5,3.5,1.5,10
5.5,2.5,7.5,4.5,10
2.5,4.5,3.5,3.5,10
1.5,1.5,4.5,2.5,10
0.5,3.5,3.5,5.5,10
1.5,3.5,4.5,2.5,10
0.5,3.5,3.5,4.5,10
1.5,4.5,2.5,5.5,10
0.5,3.5,0.5,4.5,11
2.5,1.5,7.039901036826194,0.9600989631738053,11
3.5,0.5,7.5,1.5,11
3.5,1.5,7.5,1.5,11
0.5,0.5,4.5,2.5,11
4.5,2.5,8.5,5.5,11
4.5,2.5,7.5,1.5,11
6.5,2.5,8.5,0.5,12
0.5,4.5,4.5,3.5,12
4.5,2.5,8.5,1.5,12
1.5,2.5,6.5,1.5,12
6.5,2.5,8.5,1.5,12
0.5,1.5,2.5,2.5,13
0.5,4.5,4.5,5.5,16
0.5,2.5,1.5,1.5,22
0.5,3.5,2.5,2.5,22
3.5,3.5,6.5,2.5,23
1.5,1.5,3.5,2.5,23
0.5,2.5,7.5,1.5,23
0.5,2.5,4.5,3.5,24
3.012131666534329,4.5,7.5,4.5,24
0.5,4.5,2.5,5.5,24
0.5,3.5,5.5,3.5,24
3.5,2.5,6.5,2.5,24
6.5,1.5,8.5,2.5,1
1.5,4.5,5.5,4.5,1
8.5,2.5,5.5,2.5,1
0.5,2.5,0.5,0.5,1
0.5,1.5,5.5,1.5,1
8.5,2.5,8.5,0.5,2
1.5,5.5,4.5,5.5,3
1.5,2.5,3.5,3.5,3
0.5,1.5,2.5,0.5,3
0.5,0.5,4.5,0.5,3
0.5,2.5,0.5,3.5,4
0.5,4.5,5.5,5.5,4
0.5,3.5,2.5,4.5,4
0.5,3.5,3.5,2.5,5
2.5,1.5,6.5,0.5,5
1.5,1.5,2.5,2.5,5
0.5,2.5,5.5,4.5,6
0.5,3.5,4.5,4.5,6
2.5,2.5,7.5,0.5,6
0.5,1.5,1.5,0.5,7
0.5,4.5,1.5,4.5,7
0.5,1.5,2.5,1.5,7
0.5,2.5,6.5,0.5,7
0.5,4.5,2.5,5.5,8
0.5,3.5,1.5,2.5,8
0.5,3.5,0.5,3.5,8
2.5,1.5,5.5,2.5,8
0.5,2.5,2.5,4.5,8
4.5,3.5,8.5,5.5,8
0.5,4.5,0.5,5.5,8
1.5,3.5,6.5,5.5,9
0.5,3.5,4.5,5.5,9
0.5,1.5,4.5,1.5,9
0.5,4.5,6.5,5.5,9
1.5,0.5,4.5,1.5,9
0.5,4.5,3.5,5.5,9
2.5,1.5,6.5,1.5,10
1.5,3.5,4.5,3.5,10
1.5,1.5,3.5,1.5,10
0.5,1.5,2.5,1.5,10
1.5,5.5,4.5,5.5,10
1.5,3.5,2.5,2.5,10
6.5,1.5,7.5,0.5,11
0.5,0.5,3.5,0.5,11
0.5,1.5,5.5,2.5,11
1.5,4.5,6.5,5.5,12
0.5,2.5,1.5,2.5,12
0.5,3.5,2.5,5.5,13
0.5,1.5,6.5,0.5,13
0.5,4.5,0.5,5.5,14
0.5,5.5,3.5,5.5,15
0.5,1.5,1.5,0.5,15
0.5,2.5,2.5,1.5,18
1.5,2.5,8.5,0.5,19
1.5,3.5,5.5,3.5,19
0.5,2.5,4.5,1.5,20
0.5,3.5,2.5,5.5,22
1.5,3.5,3.5,1.5,23
0.5,3.5,6.5,4.5,23
0.5,4.5,0.5,3.5,23
1.5,1.5,4.5,0.5,23
0.5,3.5,6.5,4.5,24
3.5,1.5,8.5,2.5,24
0.5,3.5,2.5,4.5,24
0.5,2.5,1.5,2.5,1
0.5,2.5,1.5,3.5,1
0.5,2.5,1.5,4.5,1
5.5,2.5,5.5,3.5,1
1.5,2.5,6.5,1.5,2
0.5,3.5,6.5,2.5,2
8.5,2.5,5.5,2.5,2
5.5,3.5,7.5,4.5,2
0.5,3.5,1.5,1.5,3
0.5,1.5,3.5,0.5,3
1.5,3.5,3.5,2.5,3
0.5,3.5,1.5,1.5,3
1.5,3.5,5.5,5.5,4
3.5,2.5,7.5,0.5,4
0.5,2.5,4.5,5.5,4
0.5,5.5,5.5,4.5,5
0.5,0.5,0.5,0.5,5
0.5,4.5,1.5,4.5,5
1.5,4.5,4.5,5.5,5
2.5,1.5,5.499999999999999,0.9696375309024805,5
2.5,2.5,8.5,3.5,5
2.5,2.5,5.5,2.5,6
0.5,0.5,2.5,1.5,6
0.5,5.5,1.5,5.5,6
1.5,4.5,3.5,4.5,6
3.5,3.5,7.5,2.5,6
2.5,1.5,5.5,1.5,6
0.5,3.5,4.5,4.5,6
2.5,1.5,8.5,0.5,7
5.5,2.5,7.5,1.5,7
1.5,5.5,6.5,5.5,7
3.5,4.5,8.5,3.5,7
0.5,3.5,2.5,5.5,7
0.5,5.5,3.5,5.5,7
0.5,3.5,0.5,0.5,7
3.5,5.5,6.5,5.5,8
0.5,5.5,1.5,4.5,8
1.5,2.5,4.5,1.5,8
0.5,2.5,1.5,5.5,8
0.5,1.5,0.5,1.5,8
0.5,2.5,0.5,1.5,8
0.5,1.5,2.5,1.5,9
0.5,2.5,5.5,1.5,9
0.5,5.5,3.5,4.5,9
2.5,3.5,5.5,1.5,10
0.5,0.5,1.5,0.5,10
1.5,3.5,4.5,2.5,10
2.5,4.5,2.5,2.5,10
0.5,0.5,2.5,0.5,10
1.5,3.5,6.5,0.5,10
1.5,4.5,4.5,5.5,10
1.5,2.5,3.5,2.5,10
2.5,3.5,5.5,3.5,10
1.5,2.5,3.5,1.5,10
0.5,1.5,4.5,1.5,10
2.5,2.5,6.5,0.5,10
3.5,4.5,5.5,4.5,10
2.5,2.5,6.5,1.5,10
2.5,4.5,8.5,3.5,11
4.5,3.5,6.5,5.5,11
3.5,2.5,6.5,2.5,11
0.5,3.5,1.5,2.5,11
2.5,3.5,7.5,2.5,12
6.5,2.5,7.5,2.5,12
7.5,2.5,8.5,4.5,13
0.5,4.5,3.5,4.5,13
1.5,1.5,6.5,1.031634194369088,14
2.5,1.5,5.5,1.5,15
0.5,0.5,2.5,2.5,17
0.5,4.5,2.5,5.5,18
4.5,2.5,8.5,4.5,19
1.5,2.5,4.5,1.5,19
0.5,1.5,8.5,1.5,20
5.5,3.5,8.5,2.5,20
4.5,1.5,7.5,0.5,20
1.5,0.5,2.958098876842015,1.5000000000000002,21
1.5,5.5,3.5,2.5,21
1.5,4.5,6.5,4.5,22
1.5,2.5,6.5,5.5,22
0.5,0.5,2.5,3.5,22
2.5,2.5,6.5,4.5,23
0.5,2.5,0.5,2.5,23
0.5,5.5,6.970448066064932,4.5,23
0.5,3.5,1.5,1.5,23
0.5,2.5,6.5,0.5,24
0.5,2.5,2.5,0.5,24
2.4999999999999996,3.940890514028384,8.5,1.5,24
1.5,1.5,5.5,2.5,24
2.5,1.5,2.5,2.5,1
3.5,3.5,6.5,1.5,1
2.5,1.5,4.5,2.5,1
1.5,2.5,1.5,0.5,1
2.5,3.5,6.5,2.5,1
1.5,4.5,2.5,1.5,1
2.5,2.5,7.5,4.5,2
4.5,2.5,8.5,3.5,2
0.5,3.5,0.5,2.5,3
2.5,4.5,7.5,5.5,3
0.5,4.5,0.5,4.5,3
0.5,4.5,2.5,3.5,3
1.5,2.5,6.5,3.5,3
2.5,2.5,5.5,1.5,4
0.5,2.5,5.5,0.5,4
0.5,1.5,4.5,1.5,4
0.5,4.5,3.5,5.5,4
2.5,1.5,6.5,1.5,4
2.5,3.5,7.5,5.5,4
0.5,3.5,3.5,2.5,4
0.5,5.5,7.5,3.5,5
0.5,4.5,5.5,3.5,5
0.5,4.5,3.5,2.5,5
3.5,2.5,7.5,1.5,5
0.5,4.5,0.5,5.5,5
0.5,2.5,2.5,0.5,6
3.5,2.5,6.5,0.5,6
0.5,4.5,2.5,5.5,6
2.5,1.5,5.5,0.5,7
1.5,3.5,5.5,1.5,7
0.5,2.5,2.5,2.5,7
0.5,4.5,0.5,4.5,7
3.5,1.5,8.5,4.5,7
0.5,2.5,3.5,2.5,8
0.5,3.5,2.5,3.5,8
0.5,2.5,4.5,1.5,8
1.5,3.5,4.5,3.5,8
1.5,5.5,5.5,1.5,8
0.5,1.5,3.5,1.5,8
1.5,0.5,6.5,2.5,8
1.5,0.5,4.5,0.5,8
1.5,0.5,5.5,1.5,8
2.5,2.5,3.5,0.5,8
0.5,1.5,2.5,3.5,8
2.5,2.5,4.5,4.5,8
3.5,2.5,7.5,1.5,9
4.5,3.5,4.5,2.5,9
6.5,2.5,8.5,3.5,9
1.5,1.5,8.5,2.5,9
0.5,5.5,5.5,5.5,9
0.5,5.5,6.5,5.5,9
7.5,3.5,6.99651689142333,2.5,9
7.5,5.5,1.5,2.5,10
1.5,2.5,6.5,4.029597046120133,10
1.5,1.5,3.5,4.5,10
2.5,1.5,4.5,0.5,10
1.5,2.5,6.5,3.5,10
0.5,2.5,3.5,2.5,10
0.5,2.5,4.5,1.5,10
1.5,2.5,4.5,2.5,11
1.5,1.5,7.5,1.5,11
0.5,2.5,3.5,1.5,11
0.5,1.5,1.5,2.5,11
0.5,0.5,3.5,2.5,11
4.5,2.5,7.5,2.5,12
0.5,4.5,4.5,4.5,12
1.5,2.5,5.5,1.5,12
2.5,4.5,8.5,5.5,12
0.5,0.5,0.5,1.5,12
3.5,2.5,7.5,0.5,12
1.5,0.5,7.5,0.5,13
5.5,1.5,8.5,0.5,13
0.5,1.5,5.5,1.5,13
0.5,2.5,4.5,4.5,13
0.5,5.5,5.5,5.5,13
0.5,5.5,2.5,3.5,14
0.5,4.5,4.5,3.5,14
4.5,3.5,6.5,1.5,15
0.5,0.5,7.994478593467685,1.5,17
0.5,3.5,2.5,2.5,17
0.5,4.5,5.5,5.5,19
0.5,4.5,0.5,5.5,21
0.5,3.5,2.5,3.5,23
1.5,1.5,4.5,0.5,23
